武将姓,武将名,統率,武勇,知略,内政,外政,戦闘,政治,合計,父親,姓読み,名読み,誕生年,登場年,没年,寿命,義理親,志,戦法,補佐,作戦,気質,野心,母親
奥,重政,69,63,72,69,72,132,141,345,-,おく,しげまさ,1560年,1575年,1612年,53,-,所領拡大,急襲,復帰,囮挑発,才覚,8,-
杉谷,善住坊,42,74,62,24,31,116,55,233,-,すぎたに,ぜんじゅうぼう,1531年,1546年,1573年,43,-,所領拡大,遠当て,闇討,森林強襲,勲功,9,-
衣笠,範景,55,62,49,54,50,117,104,270,-,きぬがさ,のりかげ,1517年,1532年,1585年,69,-,領地保全,突撃,速攻,全軍突撃,家名,7,-
中村,忠滋,56,58,74,73,75,114,148,336,-,なかむら,ただしげ,1548年,1563年,1598年,51,-,家名存続,足止め,回避,神出鬼没,仁義,4,-
久米,五郎,54,71,58,60,59,125,119,302,-,くめ,ごろう,1529年,1544年,1579年,51,-,所領拡大,突撃,速攻,全軍突撃,仁義,5,-
神吉,頼定,58,69,62,67,66,127,133,322,-,かんき,よりさだ,1529年,1541年,1578年,50,-,領地保全,突撃,速攻,全軍突撃,勲功,4,-
有馬,重則,50,71,34,34,28,121,62,217,-,ありま,しげのり,1513年,1528年,1567年,55,-,領地保全,突撃,速攻,全軍突撃,才覚,8,-
小寺,則職,30,39,59,62,62,69,124,252,-,こでら,のりもと,1495年,1510年,1576年,82,-,家名存続,気勢崩し,堅固,囮挑発,実利,10,-
黒田,重隆,43,62,73,75,76,105,151,329,-,くろだ,しげたか,1508年,1523年,1564年,57,-,所領拡大,激励,堅固,囮挑発,家名,8,-
浦上,政宗,51,60,46,45,42,111,87,244,浦上村宗,うらがみ,まさむね,1525年,1531年,1564年,40,-,所領拡大,臨戦,万全,囮挑発,家名,7,-
中山,信正,40,42,49,41,42,82,83,214,-,なかやま,のぶまさ,1510年,1525年,1559年,50,-,領地保全,臨戦,万全,囮挑発,実利,5,-
小早川,繁平,27,23,44,54,47,50,101,195,小早川正平,こばやかわ,しげひら,1541年,1543年,1574年,34,-,家名存続,気勢崩し,堅固,囮挑発,家名,2,-
尼子,国久,78,84,58,42,47,162,89,309,尼子経久,あまご,くにひさ,1492年,1507年,1554年,63,-,所領拡大,奮闘,強撃,全軍突撃,勲功,8,-
尼子,誠久,70,81,65,27,35,151,62,278,尼子国久,あまご,さねひさ,1510年,1525年,1554年,45,-,家督継承,死兵,復帰,全軍突撃,勲功,9,-
庄,為資,57,38,66,55,60,95,115,276,-,しょう,ためすけ,1478年,1493年,1564年,87,-,領地保全,足止め,回避,神出鬼没,実利,7,-
吉川,経世,70,56,63,65,65,126,130,319,吉川国経,きっかわ,つねよ,1489年,1504年,1555年,67,-,家名存続,用心,斥候,神出鬼没,勲功,5,-
大内,義隆,72,45,73,86,89,117,175,365,大内義興,おおうち,よしたか,1507年,1522年,1551年,45,-,所領拡大,逆撫で,万全,囮挑発,勲功,10,-
相良,武任,44,40,75,80,77,84,157,316,-,さがら,たけとう,1498年,1513年,1551年,54,-,所領拡大,足止め,回避,神出鬼没,実利,11,-
杉,興運,47,46,72,69,72,93,141,306,-,すぎ,おきかず,1506年,1521年,1551年,46,-,領地保全,足止め,回避,神出鬼没,家名,8,-
杉,重矩,52,57,47,61,53,109,114,270,-,すぎ,しげのり,1498年,1513年,1551年,54,-,家名存続,突撃,速攻,全軍突撃,家名,9,-
内藤,興盛,73,56,75,71,74,129,145,349,-,ないとう,おきもり,1495年,1502年,1554年,60,-,所領拡大,太鼓持ち,万全,囮挑発,家名,8,-
冷泉,隆豊,69,73,66,67,68,142,135,343,-,れいぜい,たかとよ,1513年,1528年,1551年,39,-,家名存続,挟撃巧者,疾走,神出鬼没,才覚,1,-
和田,通興,48,57,45,53,47,105,100,250,-,わだ,みちおき,1505年,1520年,1554年,50,-,領地保全,突撃,速攻,全軍突撃,家名,12,-
忽那,通著,66,72,56,43,46,138,89,283,-,くつな,みちあき,1519年,1534年,1579年,61,-,家名存続,最大戦速,水戦,川舟移動,実利,5,-
祖母井,之重,51,47,64,59,63,98,122,284,-,うばがい,ゆきしげ,1503年,1518年,1562年,60,-,所領拡大,足止め,回避,神出鬼没,実利,7,-
曾根,高昌,59,60,57,56,56,119,112,288,-,そね,たかしげ,1497年,1512年,1556年,60,-,所領拡大,突撃,速攻,全軍突撃,勲功,6,-
宇都宮,豊綱,60,63,43,48,43,123,91,257,宇都宮清綱,うつのみや,とよつな,1519年,1534年,1585年,67,-,家名存続,突撃,速攻,全軍突撃,家名,11,-
宇都宮,房綱,55,57,35,56,42,112,98,245,宇都宮清綱,うつのみや,ふさつな,1506年,1521年,1573年,68,-,家名存続,突撃,速攻,全軍突撃,勲功,8,-
秦泉寺,泰惟,54,70,71,43,56,124,99,294,-,じんぜんじ,やすこれ,1511年,1526年,1562年,52,-,所領拡大,奮闘,猛攻,全軍突撃,才覚,10,-
本山,茂辰,46,48,51,46,45,94,91,236,本山茂宗,もとやま,しげとき,1525年,1540年,1564年,40,-,家名存続,臨戦,万全,囮挑発,家名,8,-
本山,親茂,58,61,53,45,45,119,90,262,本山茂辰,もとやま,ちかしげ,1545年,1560年,1587年,43,-,家名存続,突撃,速攻,全軍突撃,勲功,6,-
一条,房通,60,26,62,77,73,86,150,298,一条房家,いちじょう,ふさみち,1509年,1517年,1556年,48,-,家名存続,太鼓持ち,万全,囮挑発,家名,6,-
戸次,誾千代,77,83,70,57,60,160,117,347,戸次鑑連,べっき,ぎんちよ,1569年,1575年,1602年,34,-,所領拡大,雷神,技巧,本陣斬込,勲功,4,-
菊池,義武,34,56,37,45,37,90,82,209,大友義長,きくち,よしたけ,1505年,1520年,1554年,50,-,所領拡大,突撃,速攻,全軍突撃,実利,8,-
少弐,冬尚,47,46,54,60,57,93,117,264,少弐資元,しょうに,ふゆひさ,1529年,1540年,1559年,31,-,領地保全,臨戦,万全,囮挑発,勲功,10,-
小河,信安,75,57,73,75,75,132,150,355,-,おがわ,のぶやす,1508年,1523年,1557年,50,-,家名存続,急襲,復帰,囮挑発,才覚,2,-
納富,信景,72,62,68,70,70,134,140,342,-,のうとみ,のぶかげ,1529年,1544年,1585年,57,-,所領拡大,挟撃巧者,疾走,神出鬼没,勲功,4,-
朝長,純利,58,58,63,67,66,116,133,312,-,ともなが,すみとし,1519年,1534年,1573年,55,-,領地保全,死兵,万全,囮挑発,勲功,4,-
西郷,純久,61,52,58,61,61,113,122,293,有馬尚鑑,さいごう,すみひさ,1492年,1507年,1552年,61,-,領地保全,用心,斥候,神出鬼没,家名,5,-
西郷,純堯,35,52,66,44,53,87,97,250,西郷純久,さいごう,すみたか,1519年,1534年,1578年,60,-,家名存続,叱咤,伏兵,神出鬼没,家名,11,-
上村,頼孝,57,50,59,59,59,107,118,284,上村頼興,うえむら,よりよし,1523年,1538年,1567年,45,-,所領拡大,気勢崩し,堅固,囮挑発,才覚,8,-
米良,祐次,72,73,62,28,39,145,67,274,-,めら,すけつぐ,1529年,1544年,1578年,50,-,所領拡大,挟撃巧者,疾走,神出鬼没,勲功,7,-
土持,親成,72,63,64,66,66,135,132,331,土持親佐,つちもち,ちかなり,1519年,1534年,1578年,60,-,領地保全,挟撃巧者,疾走,神出鬼没,家名,11,-
蒲生,範清,54,67,41,35,33,121,68,230,-,かもう,のりきよ,1524年,1539年,1574年,51,-,家名存続,死兵,斥候,全軍突撃,家名,7,-
島津,実久,40,48,55,39,44,88,83,226,-,しまづ,さねひさ,1510年,1525年,1553年,44,-,所領拡大,臨戦,万全,囮挑発,実利,11,-
禰寝,清年,61,64,44,52,46,125,98,267,-,ねじめ,きよとし,1510年,1525年,1559年,50,-,所領拡大,急襲,猛攻,全軍突撃,勲功,8,-
浪岡,具運,35,32,49,44,43,67,87,203,浪岡具統,なみおか,ともかず,1524年,1539年,1562年,39,-,家名存続,臨戦,万全,囮挑発,家名,8,-
浪岡,顕範,47,49,56,56,56,96,112,264,浪岡具統,なみおか,あきのり,1529年,1544年,1583年,55,-,家名存続,挟撃巧者,疾走,神出鬼没,家名,8,-
大宝寺,義増,25,48,62,57,60,73,117,252,-,だいほうじ,よします,1522年,1537年,1581年,60,-,所領拡大,叱咤,伏兵,神出鬼没,才覚,10,-
大宝寺,義興,34,41,69,71,71,75,142,286,大宝寺義増,だいほうじ,よしおき,1553年,1568年,1587年,35,-,所領拡大,足止め,万全,囮挑発,才覚,10,-
三浦,貞勝,46,58,54,49,49,104,98,256,三浦貞久,みうら,さだかつ,1538年,1548年,1565年,28,-,領地保全,突撃,速攻,全軍突撃,勲功,10,-
三浦,貞広,54,49,61,50,54,103,104,268,三浦貞久,みうら,さだひろ,1542年,1557年,1581年,40,-,家名存続,臨戦,万全,囮挑発,勲功,10,-
稗貫,輝時,49,35,48,54,49,84,103,235,-,ひえぬき,てるとき,1521年,1537年,1575年,55,稗貫晴家,所領拡大,気勢崩し,堅固,囮挑発,家名,8,-
稗貫,広忠,54,51,58,64,62,105,126,289,和賀義勝,ひえぬき,ひろただ,1540年,1556年,1594年,55,稗貫輝時,領地保全,急襲,復帰,囮挑発,才覚,8,-
岩城,親隆,63,37,68,54,61,100,115,283,伊達晴宗,いわき,ちかたか,1540年,1556年,1594年,55,岩城重隆,領地保全,足止め,回避,神出鬼没,家名,8,-
田村,清顕,66,57,62,66,65,123,131,316,田村隆顕,たむら,きよあき,1526年,1542年,1586年,61,-,家名存続,急襲,復帰,囮挑発,勲功,8,-
田村,宗顕,71,56,50,68,59,127,127,304,田村友顕,たむら,むねあき,1561年,1576年,1648年,88,-,所領拡大,挟撃巧者,疾走,神出鬼没,勲功,8,-
穴山,信友,62,52,60,72,67,114,139,313,-,あなやま,のぶとも,1506年,1521年,1560年,55,-,所領拡大,気勢崩し,堅固,囮挑発,実利,6,-
松永,長頼,70,74,79,51,57,144,108,331,松永某,まつなが,ながより,1516年,1531年,1565年,50,-,領地保全,激励,伏兵,神出鬼没,実利,4,-
相馬,顕胤,73,66,70,75,74,139,149,358,-,そうま,あきたね,1508年,1521年,1549年,42,-,家名存続,激励,伏兵,神出鬼没,勲功,5,-
相馬,利胤,78,68,76,85,79,146,164,386,相馬義胤,そうま,としたね,1581年,1596年,1625年,45,-,所領拡大,急襲,猛攻,全軍突撃,勲功,9,-
青田,顕治,42,44,34,45,35,86,80,200,-,あおた,あきはる,1509年,1524年,1563年,55,-,家名存続,突撃,速攻,全軍突撃,実利,13,-
木幡,高清,47,29,71,66,70,76,136,283,木幡某,こばた,たかきよ,1537年,1552年,1642年,106,-,領地保全,太鼓持ち,万全,囮挑発,勲功,2,-
岩城,由隆,42,41,42,68,54,83,122,247,-,いわき,よしたか,1477年,1492年,1542年,66,-,家名存続,気勢崩し,堅固,囮挑発,家名,8,-
岩城,常隆,68,60,73,76,76,128,152,353,岩城親隆,いわき,つねたか,1567年,1578年,1590年,24,-,所領拡大,用心,斥候,神出鬼没,家名,6,-
大塚,政成,47,49,63,70,68,96,138,297,-,おおつか,まさなり,1504年,1519年,1563年,60,-,家名存続,叱咤,伏兵,神出鬼没,実利,9,-
大塚,隆成,45,46,61,66,65,91,131,283,-,おおつか,たかなり,1518年,1533年,1567年,50,-,領地保全,気勢崩し,堅固,囮挑発,実利,7,-
大塚,親成,30,29,46,65,55,59,120,225,大塚隆成,おおつか,ちかなり,1543年,1558年,1598年,56,-,家名存続,臨戦,万全,囮挑発,実利,8,-
駒木根,利政,55,52,57,70,64,107,134,298,-,こまきね,としまさ,1554年,1569年,1635年,82,-,所領拡大,激励,堅固,囮挑発,才覚,5,-
田村,義顕,62,60,67,47,57,122,104,293,-,たむら,よしあき,1472年,1487年,1561年,90,-,所領拡大,奮闘,強撃,全軍突撃,勲功,8,-
田村,顕盛,54,51,51,28,34,105,62,218,田村義顕,たむら,あきもり,1501年,1516年,1592年,92,-,領地保全,急襲,復帰,囮挑発,勲功,9,-
田村,友顕,48,58,30,31,26,106,57,193,田村隆顕,たむら,ともあき,1528年,1543年,1584年,57,-,家名存続,突撃,速攻,全軍突撃,勲功,7,-
郡司,敏良,36,37,46,38,38,73,76,195,-,ぐんじ,としよし,1545年,1560年,1589年,45,-,所領拡大,臨戦,万全,囮挑発,才覚,9,-
白河,顕頼,32,31,37,54,43,63,97,197,-,しらかわ,あきより,1475年,1490年,1543年,69,-,所領拡大,気勢崩し,堅固,囮挑発,家名,8,-
白河,義綱,54,45,56,52,53,99,105,260,白河顕頼,しらかわ,よしつな,1499年,1514年,1559年,61,-,領地保全,臨戦,万全,囮挑発,家名,7,-
白河,晴綱,43,42,58,67,64,85,131,274,白河義綱,しらかわ,はるつな,1519年,1534年,1573年,55,-,家名存続,用心,斥候,神出鬼没,家名,10,-
白河,義顕,25,25,31,41,29,50,70,151,白河晴綱,しらかわ,よしあき,1567年,1582年,1613年,47,-,所領拡大,臥薪嘗胆,奪力,本陣斬込,家名,5,-
和知,直頼,40,39,66,57,61,79,118,263,-,わち,なおより,1496年,1511年,1562年,67,-,領地保全,太鼓持ち,万全,囮挑発,家名,12,-
大崎,義宣,28,31,44,51,45,59,96,199,伊達稙宗,おおさき,よしのぶ,1526年,1536年,1550年,25,-,所領拡大,臨戦,万全,囮挑発,家名,5,-
蘆名,氏方,37,29,33,28,26,66,54,153,蘆名盛舜,あしな,うじかた,1516年,1531年,1561年,46,-,家名存続,臥薪嘗胆,奪力,本陣斬込,家名,14,-
針生,盛幸,37,28,36,26,26,65,52,153,-,はりゅう,もりゆき,1509年,1524年,1553年,45,-,所領拡大,用心,斥候,神出鬼没,家名,3,-
二階堂,晴行,53,58,48,38,39,111,77,236,-,にかいどう,はるゆき,1482年,1497年,1542年,61,-,家名存続,急襲,復帰,囮挑発,家名,8,-
二本松,村国,56,54,63,62,64,110,126,299,二本松政国,にほんまつ,むらくに,1479年,1494年,1542年,64,-,領地保全,叱咤,伏兵,神出鬼没,家名,8,-
二本松,家泰,52,40,53,57,55,92,112,257,二本松村国,にほんまつ,いえやす,1512年,1527年,1546年,35,-,家名存続,足止め,回避,神出鬼没,家名,7,-
二本松,常頼,62,52,51,56,53,114,109,274,二本松義国,にほんまつ,つねより,1555年,1570年,1589年,35,-,所領拡大,死兵,復帰,全軍突撃,家名,3,-
小国,義操,68,62,41,25,26,130,51,222,-,おぐに,よしもち,1547年,1562年,1606年,60,-,所領拡大,奮闘,強撃,全軍突撃,家名,2,-
大内,親綱,34,33,52,38,42,67,80,199,大内義綱,おおうち,ちかつな,1550年,1565年,1626年,77,-,領地保全,足止め,回避,神出鬼没,勲功,8,-
安東,尋季,40,35,71,51,61,75,112,258,-,あんとう,ひろすえ,1481年,1496年,1547年,67,-,家名存続,激励,伏兵,神出鬼没,実利,10,-
安東,堯季,67,57,69,74,73,124,147,340,-,あんとう,たかすえ,1492年,1507年,1551年,60,-,所領拡大,急襲,復帰,囮挑発,実利,5,-
五十目,秀兼,42,41,56,52,54,83,106,245,-,いそのめ,ひでかね,1547年,1562年,1586年,40,-,領地保全,奮闘,強撃,全軍突撃,才覚,3,-
花輪,親行,61,66,43,44,41,127,85,255,-,はなわ,ちかゆき,1521年,1536年,1591年,71,-,領地保全,早駆け,猛攻,本陣斬込,実利,4,-
嘉成,重盛,49,29,55,37,43,78,80,213,-,かなり,しげもり,1536年,1551年,1590年,55,-,家名存続,用心,斥候,神出鬼没,勲功,5,-
浅利,則頼,77,71,69,74,73,148,147,364,浅利朝頼,あさり,のりより,1499年,1514年,1550年,52,-,所領拡大,挟撃巧者,疾走,神出鬼没,実利,8,-
門脇,政吉,46,35,68,68,69,81,137,286,-,かどわき,まさよし,1529年,1544年,1613年,85,-,家名存続,策士,強撃,神出鬼没,実利,7,-
本堂,茂親,43,39,53,62,57,82,119,254,本堂忠親,ほんどう,しげちか,1585年,1600年,1645年,61,-,領地保全,臨戦,万全,囮挑発,勲功,5,-
小野寺,稙道,58,52,57,72,65,110,137,304,-,おのでら,たねみち,1480年,1495年,1546年,67,-,家名存続,逆撫で,地利,囮挑発,家名,7,-
小野寺,義道,60,60,27,30,24,120,54,201,小野寺輝道,おのでら,よしみち,1566年,1581年,1645年,80,-,所領拡大,突撃,速攻,全軍突撃,家名,9,-
小野寺,康道,61,54,42,37,36,115,73,230,小野寺輝道,おのでら,やすみち,1572年,1587年,1641年,70,-,領地保全,死兵,復帰,全軍突撃,家名,10,-
大和田,光盛,63,64,51,41,43,127,84,262,-,おおわだ,みつもり,1507年,1522年,1549年,43,-,領地保全,突撃,速攻,全軍突撃,家名,12,-
西野,道俊,44,42,44,35,35,86,70,200,-,にしの,みちとし,1553年,1568年,1596年,44,-,家名存続,突撃,速攻,全軍突撃,家名,6,-
六郷,政乗,46,45,50,52,49,91,101,242,-,ろくごう,まさのり,1567年,1582年,1634年,68,-,所領拡大,急襲,復帰,囮挑発,家名,5,-
大宝寺,晴時,53,43,58,60,59,96,119,273,-,だいほうじ,はるとき,1512年,1527年,1541年,30,-,所領拡大,足止め,回避,神出鬼没,家名,11,-
本庄,義勝,47,48,45,42,40,95,82,222,本庄繁長,ほんじょう,よしかつ,1573年,1587年,1623年,51,-,領地保全,突撃,速攻,全軍突撃,家名,8,-
来次,時秀,45,46,39,62,48,91,110,240,-,きすぎ,ときひで,1543年,1558年,1575年,33,-,家名存続,突撃,速攻,全軍突撃,家名,5,-
来次,氏秀,36,37,57,50,53,73,103,233,来次時秀,きすぎ,うじひで,1567年,1582年,1606年,40,-,所領拡大,叱咤,伏兵,神出鬼没,家名,4,-
東禅寺,義長,53,58,65,51,58,111,109,285,東禅寺某,とうぜんじ,よしなが,1544年,1559年,1588年,45,-,家名存続,奮闘,強撃,全軍突撃,家名,10,-
東禅寺,勝正,53,44,47,57,51,97,108,252,東禅寺某,とうぜんじ,かつまさ,1546年,1561年,1588年,43,-,領地保全,臨戦,万全,囮挑発,家名,7,-
仁賀保,挙誠,48,49,64,66,66,97,132,293,-,にかほ,たかのぶ,1560年,1575年,1624年,65,仁賀保挙晴,家名存続,急襲,復帰,囮挑発,才覚,8,-
池田,盛周,70,57,73,86,79,127,165,365,-,いけだ,もりちか,1545年,1560年,1611年,67,-,所領拡大,奮闘,地利,囮挑発,芸道,13,-
最上,義俊,26,26,29,24,23,52,47,128,最上家親,もがみ,よしとし,1606年,1621年,1631年,26,-,家督継承,臨戦,万全,囮挑発,勲功,6,-
最上,義親,51,45,55,48,50,96,98,249,最上義光,もがみ,よしちか,1582年,1597年,1614年,33,-,領地保全,突撃,速攻,全軍突撃,勲功,5,-
江口,光清,68,75,66,67,67,143,134,343,-,えぐち,あききよ,1577年,1592年,1600年,24,-,家名存続,早駆け,猛攻,本陣斬込,勲功,1,-
白鳥,長久,57,53,60,61,62,110,123,293,-,しらとり,ながひさ,1527年,1542年,1584年,58,-,所領拡大,奮闘,強撃,全軍突撃,勲功,11,-
亘理,重宗,69,69,74,42,57,138,99,311,亘理元宗,わたり,しげむね,1552年,1566年,1620年,69,-,領地保全,挟撃巧者,疾走,神出鬼没,勲功,6,-
桑折,宗長,58,67,54,73,64,125,137,316,桑折貞長,こおり,むねなが,1532年,1547年,1614年,83,-,領地保全,激励,伏兵,神出鬼没,勲功,7,-
佐竹,義篤,79,73,79,72,75,152,147,378,佐竹義舜,さたけ,よしあつ,1507年,1517年,1545年,39,-,家名存続,叱咤,伏兵,神出鬼没,勲功,13,-
江戸,通政,27,27,53,48,49,54,97,204,江戸忠通,えど,みちまさ,1538年,1553年,1567年,30,-,所領拡大,臨戦,万全,囮挑発,家名,5,-
江戸,重通,53,51,51,52,50,104,102,257,江戸通政,えど,しげみち,1556年,1570年,1598年,43,-,家名存続,突撃,速攻,全軍突撃,家名,6,-
神生,通朝,45,44,57,53,55,89,108,254,-,かのう,みちとも,1559年,1574年,1588年,30,-,領地保全,臨戦,万全,囮挑発,家名,5,-
大掾,慶幹,47,48,57,57,57,95,114,266,-,だいじょう,のりもと,1515年,1530年,1564年,50,-,家名存続,急襲,復帰,囮挑発,家名,5,-
愛洲,移香斎,56,76,64,22,27,132,49,245,-,あいす,いこうさい,1452年,1467年,1538年,87,-,所領拡大,奥義一閃,野襲,全軍突撃,芸道,14,-
小田,政治,65,52,53,59,56,117,115,285,-,おだ,まさはる,1492年,1507年,1548年,57,-,領地保全,挟撃巧者,疾走,神出鬼没,家名,13,-
岡見,頼忠,39,39,33,42,32,78,74,185,-,おかみ,よりただ,1547年,1562年,1586年,40,-,領地保全,奮闘,強撃,全軍突撃,家名,2,-
信太,範宗,27,27,53,40,43,54,83,190,-,しだ,のりむね,1515年,1530年,1554年,40,-,家名存続,臨戦,万全,囮挑発,家名,6,-
菅谷,範政,59,59,63,38,48,118,86,267,菅谷政貞,すげのや,のりまさ,1559年,1574年,1608年,50,-,所領拡大,挟撃巧者,地利,神出鬼没,家名,2,-
簗田,高助,62,44,70,67,70,106,137,313,-,結城,政朝,77,76,84,162,-,千葉,63,60,60,121,309,-
